<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider.Service,java.util.Iterator,java.lang.String,java.util.List)> _SINK_
<java.security.BasicPermissionCollection: boolean implies(java.security.acl.Permission)> _SOURCE_
<java.security.BasicPermissionCollection: java.util.Enumeration<Permission> elements()> _SOURCE_
<java.security.BasicPermissionCollection: void writeObject(java.io.ObjectOutputStream)> _SINK_
<java.security.BasicPermissionCollection: void readObject(java.io.ObjectInputStream)> _SINK_
<java.security.SignedObject: SignedObject(java.io.Serializable,java.security.PrivateKey,java.security.Signature)> _SINK_
<java.security.SignedObject: java.lang.Object getObject()> _SOURCE_
<java.security.SignedObject: byte[] getSignature()> _SOURCE_
<java.security.SignedObject: java.lang.String getAlgorithm()> _SOURCE_
<java.security.SignedObject: boolean verify(java.security.PublicKey,java.security.Signature)> _SINK_
<java.security.SignedObject: boolean verify(java.security.PublicKey,java.security.Signature)> _SOURCE_
<java.security.SignedObject: void sign(java.security.PrivateKey,java.security.Signature)> _SINK_
<java.security.SignedObject: void readObject(java.io.ObjectInputStream)> _SINK_
<java.security.DigestOutputStream: DigestOutputStream(java.io.OutputStream,java.security.MessageDigest)> _SINK_
<java.security.DigestOutputStream: java.security.MessageDigest getMessageDigest()> _SOURCE_
<java.security.DigestOutputStream: void setMessageDigest(java.security.MessageDigest)> _SINK_
<java.security.DigestOutputStream: void write(int)> _SINK_
<java.security.DigestOutputStream: void write(byte[],int,int)> _SINK_
<java.security.DigestOutputStream: void on(boolean)> _SINK_
<java.security.DigestOutputStream: java.lang.String toString()> _SOURCE_
<java.security.AlgorithmParameterGeneratorSpi: void engineInit(int,java.security.SecureRandom)> _SINK_
<java.security.AlgorithmParameterGeneratorSpi: void engineInit(java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<java.security.AlgorithmParameterGeneratorSpi: java.security.AlgorithmParameters engineGenerateParameters()> _SOURCE_
<java.security.KeyRep: KeyRep(java.security.KeyRep.Type,java.lang.String,java.lang.String,byte[])> _SINK_
<java.security.KeyRep: java.lang.Object readResolve()> _SOURCE_
<java.security.KeyStoreException: KeyStoreException(java.lang.String)> _SINK_
<java.security.KeyStoreException: KeyStoreException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.KeyStoreException: KeyStoreException(java.lang.Throwable)> _SINK_
<java.security.LoadStoreParameter: java.security.KeyStore.ProtectionParameter getProtectionParameter()> _SOURCE_
<java.security.PasswordProtection: PasswordProtection(char[])> _SINK_
<java.security.PasswordProtection: char[] getPassword()> _SOURCE_
<java.security.PasswordProtection: boolean isDestroyed()> _SOURCE_
<java.security.CallbackHandlerProtection: CallbackHandlerProtection(javax.security.auth.callback.CallbackHandler)> _SINK_
<java.security.CallbackHandlerProtection: javax.security.auth.callback.CallbackHandler getCallbackHandler()> _SOURCE_
<java.security.PrivateKeyEntry: PrivateKeyEntry(java.security.PrivateKey,java.security.cert.Certificate[])> _SINK_
<java.security.PrivateKeyEntry: java.security.PrivateKey getPrivateKey()> _SOURCE_
<java.security.PrivateKeyEntry: java.security.cert.Certificate[] getCertificateChain()> _SOURCE_
<java.security.PrivateKeyEntry: java.security.cert.Certificate getCertificate()> _SOURCE_
<java.security.PrivateKeyEntry: java.lang.String toString()> _SOURCE_
<java.security.SecretKeyEntry: SecretKeyEntry(javax.crypto.SecretKey)> _SINK_
<java.security.SecretKeyEntry: javax.crypto.SecretKey getSecretKey()> _SOURCE_
<java.security.SecretKeyEntry: java.lang.String toString()> _SOURCE_
<java.security.TrustedCertificateEntry: TrustedCertificateEntry(java.security.cert.Certificate)> _SINK_
<java.security.TrustedCertificateEntry: java.security.cert.Certificate getTrustedCertificate()> _SOURCE_
<java.security.TrustedCertificateEntry: java.lang.String toString()> _SOURCE_
<java.security.KeyStore: KeyStore(java.security.KeyStoreSpi,java.security.Provider,java.lang.String)> _SINK_
<java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)> _SINK_
<java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)> _SOURCE_
<java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String,java.lang.String)> _SINK_
<java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String,java.lang.String)> _SOURCE_
<java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String,java.security.Provider)> _SINK_
<java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<java.security.KeyStore: java.lang.String getDefaultType()> _SOURCE_
<java.security.KeyStore: java.security.Provider getProvider()> _SOURCE_
<java.security.KeyStore: java.lang.String getType()> _SOURCE_
<java.security.KeyStore: java.security.Key getKey(java.lang.String,char[])> _SINK_
<java.security.KeyStore: java.security.Key getKey(java.lang.String,char[])> _SOURCE_
<java.security.KeyStore: java.security.cert.Certificate[] getCertificateChain(java.lang.String)> _SINK_
<java.security.KeyStore: java.security.cert.Certificate[] getCertificateChain(java.lang.String)> _SOURCE_
<java.security.KeyStore: java.security.cert.Certificate getCertificate(java.lang.String)> _SINK_
<java.security.KeyStore: java.security.cert.Certificate getCertificate(java.lang.String)> _SOURCE_
<java.security.KeyStore: java.util.Date getCreationDate(java.lang.String)> _SINK_
<java.security.KeyStore: java.util.Date getCreationDate(java.lang.String)> _SOURCE_
<java.security.KeyStore: void setKeyEntry(java.lang.String,java.security.Key,char[],java.security.cert.Certificate[])> _SINK_
<java.security.KeyStore: void setKeyEntry(java.lang.String,byte[],java.security.cert.Certificate[])> _SINK_
<java.security.KeyStore: void setCertificateEntry(java.lang.String,java.security.cert.Certificate)> _SINK_
<java.security.KeyStore: void deleteEntry(java.lang.String)> _SINK_
<java.security.KeyStore: java.util.Enumeration<String> aliases()> _SOURCE_
<java.security.KeyStore: boolean containsAlias(java.lang.String)> _SINK_
<java.security.KeyStore: boolean containsAlias(java.lang.String)> _SOURCE_
<java.security.KeyStore: int size()> _SOURCE_
<java.security.KeyStore: boolean isKeyEntry(java.lang.String)> _SINK_
<java.security.KeyStore: boolean isKeyEntry(java.lang.String)> _SOURCE_
<java.security.KeyStore: boolean isCertificateEntry(java.lang.String)> _SINK_
<java.security.KeyStore: boolean isCertificateEntry(java.lang.String)> _SOURCE_
<java.security.KeyStore: java.lang.String getCertificateAlias(java.security.cert.Certificate)> _SINK_
<java.security.KeyStore: java.lang.String getCertificateAlias(java.security.cert.Certificate)> _SOURCE_
<java.security.KeyStore: void store(java.io.OutputStream,char[])> _SINK_
<java.security.KeyStore: void store(java.security.KeyStoreLoadStoreParameter)> _SINK_
<java.security.KeyStore: void load(java.io.InputStream,char[])> _SINK_
<java.security.KeyStore: void load(java.security.KeyStoreLoadStoreParameter)> _SINK_
<java.security.KeyStore: java.util.Map.Entry getEntry(java.lang.String,java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.KeyStore: java.util.Map.Entry getEntry(java.lang.String,java.security.KeyStore.ProtectionParameter)> _SOURCE_
<java.security.KeyStore: void setEntry(java.lang.String,java.util.Map.Entry,java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.KeyStore: boolean entryInstanceOf(java.lang.String,java.lang.Class<KeyStore.Entry>)> _SINK_
<java.security.KeyStore: boolean entryInstanceOf(java.lang.String,java.lang.Class<KeyStore.Entry>)> _SOURCE_
<java.security.Builder: java.security.KeyStore getKeyStore()> _SOURCE_
<java.security.Builder: java.security.KeyStore.ProtectionParameter getProtectionParameter(java.lang.String)> _SINK_
<java.security.Builder: java.security.KeyStore.ProtectionParameter getProtectionParameter(java.lang.String)> _SOURCE_
<java.security.Builder: java.security.KeyStore.Builder newInstance(java.security.KeyStore,java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.Builder: java.security.KeyStore.Builder newInstance(java.security.KeyStore,java.security.KeyStore.ProtectionParameter)> _SOURCE_
<java.security.Builder: java.security.KeyStore.Builder newInstance(java.lang.String,java.security.Provider,java.io.File,java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.Builder: java.security.KeyStore.Builder newInstance(java.lang.String,java.security.Provider,java.io.File,java.security.KeyStore.ProtectionParameter)> _SOURCE_
<java.security.FileBuilder: FileBuilder(java.lang.String,java.security.Provider,java.io.File,java.security.KeyStore.ProtectionParameter,java.security.AccessControlContext)> _SINK_
<java.security.FileBuilder: java.security.KeyStore getKeyStore()> _SOURCE_
<java.security.FileBuilder: java.security.KeyStore.ProtectionParameter getProtectionParameter(java.lang.String)> _SINK_
<java.security.FileBuilder: java.security.KeyStore.ProtectionParameter getProtectionParameter(java.lang.String)> _SOURCE_
<java.security.Builder: java.security.KeyStore.Builder newInstance(java.lang.String,java.security.Provider,java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.Builder: java.security.KeyStore.Builder newInstance(java.lang.String,java.security.Provider,java.security.KeyStore.ProtectionParameter)> _SOURCE_
<java.security.SimpleLoadStoreParameter: SimpleLoadStoreParameter(java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.SimpleLoadStoreParameter: java.security.KeyStore.ProtectionParameter getProtectionParameter()> _SOURCE_
<java.security.GuardedObject: GuardedObject(java.lang.Object,java.security.Guard)> _SINK_
<java.security.GuardedObject: java.lang.Object getObject()> _SOURCE_
<java.security.GuardedObject: void writeObject(java.io.ObjectOutputStream)> _SINK_
<java.security.UnrecoverableKeyException: UnrecoverableKeyException(java.lang.String)> _SINK_
<java.security.Principal: boolean equals(java.lang.Object)> _SINK_
<java.security.Principal: boolean equals(java.lang.Object)> _SOURCE_
<java.security.Principal: java.lang.String toString()> _SOURCE_
<java.security.Principal: int hashCode()> _SOURCE_
<java.security.Principal: java.lang.String getName()> _SOURCE_
<java.security.MessageDigest: MessageDigest(java.lang.String)> _SINK_
<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)> _SINK_
<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)> _SOURCE_
<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.lang.String)> _SINK_
<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.lang.String)> _SOURCE_
<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)> _SINK_
<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<java.security.MessageDigest: java.security.Provider getProvider()> _SOURCE_
<java.security.MessageDigest: void update(byte)> _SINK_
<java.security.MessageDigest: void update(byte[],int,int)> _SINK_
<java.security.MessageDigest: void update(byte[])> _SINK_
<java.security.MessageDigest: void update(java.nio.ByteBuffer)> _SINK_
<java.security.MessageDigest: byte[] digest()> _SOURCE_
<java.security.MessageDigest: int digest(byte[],int,int)> _SINK_
<java.security.MessageDigest: int digest(byte[],int,int)> _SOURCE_
<java.security.MessageDigest: byte[] digest(byte[])> _SINK_
<java.security.MessageDigest: byte[] digest(byte[])> _SOURCE_
<java.security.MessageDigest: java.lang.String toString()> _SOURCE_
<java.security.MessageDigest: boolean isEqual(byte[],byte[])> _SINK_
<java.security.MessageDigest: boolean isEqual(byte[],byte[])> _SOURCE_
<java.security.MessageDigest: java.lang.String getAlgorithm()> _SOURCE_
<java.security.MessageDigest: int getDigestLength()> _SOURCE_
<java.security.MessageDigest: java.lang.Object clone()> _SOURCE_
<java.security.Delegate: Delegate(java.security.MessageDigestSpi,java.lang.String)> _SINK_
<java.security.Delegate: java.lang.Object clone()> _SOURCE_
<java.security.Delegate: int engineGetDigestLength()> _SOURCE_
<java.security.Delegate: void engineUpdate(byte)> _SINK_
<java.security.Delegate: void engineUpdate(byte[],int,int)> _SINK_
<java.security.Delegate: void engineUpdate(java.nio.ByteBuffer)> _SINK_
<java.security.Delegate: byte[] engineDigest()> _SOURCE_
<java.security.Delegate: int engineDigest(byte[],int,int)> _SINK_
<java.security.Delegate: int engineDigest(byte[],int,int)> _SOURCE_
<java.security.KeyPairGenerator: KeyPairGenerator(java.lang.String)> _SINK_
<java.security.KeyPairGenerator: java.lang.String getAlgorithm()> _SOURCE_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(sun.security.jca.GetInstance.Instance,java.lang.String)> _SINK_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(sun.security.jca.GetInstance.Instance,java.lang.String)> _SOURCE_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)> _SINK_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String)> _SOURCE_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.lang.String)> _SINK_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.lang.String)> _SOURCE_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)> _SINK_
<java.security.KeyPairGenerator: java.security.KeyPairGenerator getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<java.security.KeyPairGenerator: java.security.Provider getProvider()> _SOURCE_
<java.security.KeyPairGenerator: void initialize(int)> _SINK_
<java.security.KeyPairGenerator: void initialize(int,java.security.SecureRandom)> _SINK_
<java.security.KeyPairGenerator: void initialize(java.security.spec.AlgorithmParameterSpec)> _SINK_
<java.security.KeyPairGenerator: void initialize(java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<java.security.KeyPairGenerator: java.security.KeyPair genKeyPair()> _SOURCE_
<java.security.KeyPairGenerator: java.security.KeyPair generateKeyPair()> _SOURCE_
<java.security.Delegate: Delegate(java.security.KeyPairGeneratorSpi,java.lang.String)> _SINK_
<java.security.Delegate: Delegate(sun.security.jca.GetInstance.Instance,java.util.Iterator<Service>,java.lang.String)> _SINK_
<java.security.Delegate: java.security.KeyPairGeneratorSpi nextSpi(java.security.KeyPairGeneratorSpi,boolean)> _SINK_
<java.security.Delegate: java.security.KeyPairGeneratorSpi nextSpi(java.security.KeyPairGeneratorSpi,boolean)> _SOURCE_
<java.security.Delegate: void initialize(int,java.security.SecureRandom)> _SINK_
<java.security.Delegate: void initialize(java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<java.security.Delegate: java.security.KeyPair generateKeyPair()> _SOURCE_
<java.security.CodeSource: CodeSource(java.net.URL,java.security.cert.Certificate)> _SINK_
<java.security.CodeSource: CodeSource(java.net.URL,java.security.CodeSigner[])> _SINK_
<java.security.CodeSource: int hashCode()> _SOURCE_
<java.security.CodeSource: boolean equals(java.lang.Object)> _SINK_
<java.security.CodeSource: boolean equals(java.lang.Object)> _SOURCE_
<java.security.CodeSource: java.net.URL getLocation()> _SOURCE_
<java.security.CodeSource: java.security.cert.Certificate[] getCertificates()> _SOURCE_
<java.security.CodeSource: java.security.CodeSigner[] getCodeSigners()> _SOURCE_
<java.security.CodeSource: boolean implies(java.security.CodeSource)> _SINK_
<java.security.CodeSource: boolean implies(java.security.CodeSource)> _SOURCE_
<java.security.CodeSource: boolean matchCerts(java.security.CodeSource,boolean)> _SINK_
<java.security.CodeSource: boolean matchCerts(java.security.CodeSource,boolean)> _SOURCE_
<java.security.CodeSource: boolean matchLocation(java.security.CodeSource)> _SINK_
<java.security.CodeSource: boolean matchLocation(java.security.CodeSource)> _SOURCE_
<java.security.CodeSource: java.lang.String toString()> _SOURCE_
<java.security.CodeSource: void writeObject(java.io.ObjectOutputStream)> _SINK_
<java.security.CodeSource: void readObject(java.io.ObjectInputStream)> _SINK_
<java.security.CodeSource: java.security.CodeSigner[] convertCertArrayToSignerArray(java.security.cert.Certificate[])> _SINK_
<java.security.CodeSource: java.security.CodeSigner[] convertCertArrayToSignerArray(java.security.cert.Certificate[])> _SOURCE_
<java.security.AccessControlContext: sun.security.util.Debug getDebug()> _SOURCE_
<java.security.AccessControlContext: AccessControlContext(java.security.ProtectionDomain)> _SINK_
<java.security.AccessControlContext: AccessControlContext(java.security.AccessControlContext,java.security.DomainCombiner)> _SINK_
<java.security.AccessControlContext: AccessControlContext(java.security.ProtectionDomain,java.security.DomainCombiner)> _SINK_
<java.security.AccessControlContext: AccessControlContext(java.security.ProtectionDomain,boolean)> _SINK_
<java.security.AccessControlContext: AccessControlContext(java.security.ProtectionDomain[],java.security.AccessControlContext)> _SINK_
<java.security.AccessControlContext: java.security.ProtectionDomain[] getContext()> _SOURCE_
<java.security.AccessControlContext: boolean isPrivileged()> _SOURCE_
<java.security.AccessControlContext: java.security.DomainCombiner getAssignedCombiner()> _SOURCE_
<java.security.AccessControlContext: java.security.DomainCombiner getDomainCombiner()> _SOURCE_
<java.security.AccessControlContext: void checkPermission(java.security.acl.Permission)> _SINK_
<java.security.AccessControlContext: java.security.AccessControlContext optimize()> _SOURCE_
<java.security.AccessControlContext: java.security.AccessControlContext goCombiner(java.security.ProtectionDomain[],java.security.AccessControlContext)> _SINK_
<java.security.AccessControlContext: java.security.AccessControlContext goCombiner(java.security.ProtectionDomain[],java.security.AccessControlContext)> _SOURCE_
<java.security.AccessControlContext: boolean equals(java.lang.Object)> _SINK_
<java.security.AccessControlContext: boolean equals(java.lang.Object)> _SOURCE_
<java.security.AccessControlContext: boolean containsAllPDs(java.security.AccessControlContext)> _SINK_
<java.security.AccessControlContext: boolean containsAllPDs(java.security.AccessControlContext)> _SOURCE_
<java.security.AccessControlContext: int hashCode()> _SOURCE_
<java.security.PolicySpi: boolean engineImplies(java.security.ProtectionDomain,java.security.acl.Permission)> _SINK_
<java.security.PolicySpi: boolean engineImplies(java.security.ProtectionDomain,java.security.acl.Permission)> _SOURCE_
<java.security.PolicySpi: java.security.PermissionCollection engineGetPermissions(java.security.CodeSource)> _SINK_
<java.security.PolicySpi: java.security.PermissionCollection engineGetPermissions(java.security.CodeSource)> _SOURCE_
<java.security.PolicySpi: java.security.PermissionCollection engineGetPermissions(java.security.ProtectionDomain)> _SINK_
<java.security.PolicySpi: java.security.PermissionCollection engineGetPermissions(java.security.ProtectionDomain)> _SOURCE_
<java.security.Key: java.lang.String getAlgorithm()> _SOURCE_
<java.security.Key: java.lang.String getFormat()> _SOURCE_
<java.security.Key: byte[] getEncoded()> _SOURCE_
<java.security.CodeSigner: CodeSigner(java.security.cert.CertPath,java.security.Timestamp)> _SINK_
<java.security.CodeSigner: java.security.cert.CertPath getSignerCertPath()> _SOURCE_
<java.security.CodeSigner: java.security.Timestamp getTimestamp()> _SOURCE_
<java.security.CodeSigner: int hashCode()> _SOURCE_
<java.security.CodeSigner: boolean equals(java.lang.Object)> _SINK_
<java.security.CodeSigner: boolean equals(java.lang.Object)> _SOURCE_
<java.security.CodeSigner: java.lang.String toString()> _SOURCE_
<java.security.CodeSigner: void readObject(java.io.ObjectInputStream)> _SINK_
<java.security.PrivilegedAction: T run()> _SOURCE_
<java.security.SignatureException: SignatureException(java.lang.String)> _SINK_
<java.security.SignatureException: SignatureException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.SignatureException: SignatureException(java.lang.Throwable)> _SINK_
<java.security.AccessControlException: AccessControlException(java.lang.String)> _SINK_
<java.security.AccessControlException: AccessControlException(java.lang.String,java.security.acl.Permission)> _SINK_
<java.security.AccessControlException: java.security.acl.Permission getPermission()> _SOURCE_
<java.security.SecureRandom: SecureRandom(byte)> _SINK_
<java.security.SecureRandom: void getDefaultPRNG(boolean,byte[])> _SINK_
<java.security.SecureRandom: SecureRandom(java.security.SecureRandomSpi,java.security.Provider)> _SINK_
<java.security.SecureRandom: SecureRandom(java.security.SecureRandomSpi,java.security.Provider,java.lang.String)> _SINK_
<java.security.SecureRandom: java.security.SecureRandom getInstance(java.lang.String)> _SINK_
<java.security.SecureRandom: java.security.SecureRandom getInstance(java.lang.String)> _SOURCE_
<java.security.SecureRandom: java.security.SecureRandom getInstance(java.lang.String,java.lang.String)> _SINK_
<java.security.SecureRandom: java.security.SecureRandom getInstance(java.lang.String,java.lang.String)> _SOURCE_
<java.security.SecureRandom: java.security.SecureRandom getInstance(java.lang.String,java.security.Provider)> _SINK_
<java.security.SecureRandom: java.security.SecureRandom getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<java.security.SecureRandom: java.security.SecureRandomSpi getSecureRandomSpi()> _SOURCE_
<java.security.SecureRandom: java.security.Provider getProvider()> _SOURCE_
<java.security.SecureRandom: java.lang.String getAlgorithm()> _SOURCE_
<java.security.SecureRandom: void setSeed(byte[])> _SINK_
<java.security.SecureRandom: void setSeed(long)> _SINK_
<java.security.SecureRandom: void nextBytes(byte[])> _SINK_
<java.security.SecureRandom: int next(int)> _SINK_
<java.security.SecureRandom: int next(int)> _SOURCE_
<java.security.SecureRandom: byte[] getSeed(int)> _SINK_
<java.security.SecureRandom: byte[] getSeed(int)> _SOURCE_
<java.security.SecureRandom: byte[] generateSeed(int)> _SINK_
<java.security.SecureRandom: byte[] generateSeed(int)> _SOURCE_
<java.security.SecureRandom: byte[] longToByteArray(long)> _SINK_
<java.security.SecureRandom: byte[] longToByteArray(long)> _SOURCE_
<java.security.SecureRandom: java.lang.String getPrngAlgorithm()> _SOURCE_
<java.security.spec.ECParameterSpec: ECParameterSpec(java.security.spec.EllipticCurve,java.security.spec.ECPoint,java.math.BigInteger,int)> _SINK_
<java.security.spec.ECParameterSpec: java.security.spec.EllipticCurve getCurve()> _SOURCE_
<java.security.spec.ECParameterSpec: java.security.spec.ECPoint getGenerator()> _SOURCE_
<java.security.spec.ECParameterSpec: java.math.BigInteger getOrder()> _SOURCE_
<java.security.spec.ECParameterSpec: int getCofactor()> _SOURCE_
<java.security.spec.ECGenParameterSpec: ECGenParameterSpec(java.lang.String)> _SINK_
<java.security.spec.ECGenParameterSpec: java.lang.String getName()> _SOURCE_
<java.security.spec.ECPoint: ECPoint(java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.ECPoint: java.math.BigInteger getAffineX()> _SOURCE_
<java.security.spec.ECPoint: java.math.BigInteger getAffineY()> _SOURCE_
<java.security.spec.ECPoint: boolean equals(java.lang.Object)> _SINK_
<java.security.spec.ECPoint: boolean equals(java.lang.Object)> _SOURCE_
<java.security.spec.ECPoint: int hashCode()> _SOURCE_
<java.security.spec.DSAParameterSpec: DSAParameterSpec(java.math.BigInteger,java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.DSAParameterSpec: java.math.BigInteger getP()> _SOURCE_
<java.security.spec.DSAParameterSpec: java.math.BigInteger getQ()> _SOURCE_
<java.security.spec.DSAParameterSpec: java.math.BigInteger getG()> _SOURCE_
<java.security.spec.RSAPrivateKeySpec: RSAPrivateKeySpec(java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.RSAPrivateKeySpec: java.math.BigInteger getModulus()> _SOURCE_
<java.security.spec.RSAPrivateKeySpec: java.math.BigInteger getPrivateExponent()> _SOURCE_
<java.security.spec.ECFieldF2m: ECFieldF2m(int)> _SINK_
<java.security.spec.ECFieldF2m: ECFieldF2m(int,java.math.BigInteger)> _SINK_
<java.security.spec.ECFieldF2m: ECFieldF2m(int,int[])> _SINK_
<java.security.spec.ECFieldF2m: int getFieldSize()> _SOURCE_
<java.security.spec.ECFieldF2m: int getM()> _SOURCE_
<java.security.spec.ECFieldF2m: java.math.BigInteger getReductionPolynomial()> _SOURCE_
<java.security.spec.ECFieldF2m: int[] getMidTermsOfReductionPolynomial()> _SOURCE_
<java.security.spec.ECFieldF2m: boolean equals(java.lang.Object)> _SINK_
<java.security.spec.ECFieldF2m: boolean equals(java.lang.Object)> _SOURCE_
<java.security.spec.ECFieldF2m: int hashCode()> _SOURCE_
<java.security.spec.RSAPublicKeySpec: RSAPublicKeySpec(java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.RSAPublicKeySpec: java.math.BigInteger getModulus()> _SOURCE_
<java.security.spec.RSAPublicKeySpec: java.math.BigInteger getPublicExponent()> _SOURCE_
<java.security.spec.RSAPrivateCrtKeySpec: RSAPrivateCrtKeySpec(java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.RSAPrivateCrtKeySpec: java.math.BigInteger getPublicExponent()> _SOURCE_
<java.security.spec.RSAPrivateCrtKeySpec: java.math.BigInteger getPrimeP()> _SOURCE_
<java.security.spec.RSAPrivateCrtKeySpec: java.math.BigInteger getPrimeQ()> _SOURCE_
<java.security.spec.RSAPrivateCrtKeySpec: java.math.BigInteger getPrimeExponentP()> _SOURCE_
<java.security.spec.RSAPrivateCrtKeySpec: java.math.BigInteger getPrimeExponentQ()> _SOURCE_
<java.security.spec.RSAPrivateCrtKeySpec: java.math.BigInteger getCrtCoefficient()> _SOURCE_
<java.security.spec.RSAOtherPrimeInfo: RSAOtherPrimeInfo(java.math.BigInteger,java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.RSAOtherPrimeInfo: java.math.BigInteger getPrime()> _SOURCE_
<java.security.spec.RSAOtherPrimeInfo: java.math.BigInteger getExponent()> _SOURCE_
<java.security.spec.RSAOtherPrimeInfo: java.math.BigInteger getCrtCoefficient()> _SOURCE_
<java.security.spec.ECField: int getFieldSize()> _SOURCE_
<java.security.spec.EncodedKeySpec: EncodedKeySpec(byte[])> _SINK_
<java.security.spec.EncodedKeySpec: byte[] getEncoded()> _SOURCE_
<java.security.spec.EncodedKeySpec: java.lang.String getFormat()> _SOURCE_
<java.security.spec.ECPublicKeySpec: ECPublicKeySpec(java.security.spec.ECPoint,java.security.spec.ECParameterSpec)> _SINK_
<java.security.spec.ECPublicKeySpec: java.security.spec.ECPoint getW()> _SOURCE_
<java.security.spec.ECPublicKeySpec: java.security.spec.ECParameterSpec getParams()> _SOURCE_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: RSAMultiPrimePrivateCrtKeySpec(java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.security.spec.RSAOtherPrimeInfo[])> _SINK_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: java.math.BigInteger getPublicExponent()> _SOURCE_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: java.math.BigInteger getPrimeP()> _SOURCE_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: java.math.BigInteger getPrimeQ()> _SOURCE_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: java.math.BigInteger getPrimeExponentP()> _SOURCE_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: java.math.BigInteger getPrimeExponentQ()> _SOURCE_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: java.math.BigInteger getCrtCoefficient()> _SOURCE_
<java.security.spec.RSAMultiPrimePrivateCrtKeySpec: java.security.spec.RSAOtherPrimeInfo[] getOtherPrimeInfo()> _SOURCE_
<java.security.spec.DSAPublicKeySpec: DSAPublicKeySpec(java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.DSAPublicKeySpec: java.math.BigInteger getY()> _SOURCE_
<java.security.spec.DSAPublicKeySpec: java.math.BigInteger getP()> _SOURCE_
<java.security.spec.DSAPublicKeySpec: java.math.BigInteger getQ()> _SOURCE_
<java.security.spec.DSAPublicKeySpec: java.math.BigInteger getG()> _SOURCE_
<java.security.spec.EllipticCurve: void checkValidity(java.security.spec.ECField,java.math.BigInteger,java.lang.String)> _SINK_
<java.security.spec.EllipticCurve: EllipticCurve(java.security.spec.ECField,java.math.BigInteger,java.math.BigInteger)> _SINK_
